Time (s),x (cm),y (cm),theta (deg),left velocity (),right velocity ()
775.09,0,0,89.9543738355393,0,0
775.1,0,0,89.9543738355393,0,0
775.12,0,0,89.9543738355393,0,0
775.14,0,0,89.9543738355393,0,0
775.15,0,0,89.9543738355393,0,0
775.17,0,0,89.9543738355393,0,0
775.19,0,0,89.9543738355393,0,0
775.2,0,0,89.9543738355393,0,0
775.22,0,0,89.9543738355393,0,0
775.24,0,0,89.9543738355393,0,0
775.25,0,0,89.9543738355393,0,0
775.27,0,0,89.9543738355393,0,0
775.29,0,0,89.9543738355393,0,0
775.3,0,0,89.9543738355393,0,0
775.32,0,0,89.9543738355393,0,0
775.34,0,0,89.9543738355393,0,0
775.35,0,0,89.9543738355393,0,0
775.37,0,0,89.9543738355393,0,0
775.39,0,0,89.9543738355393,0,0
775.4,0,0,89.9543738355393,0,0
775.42,0,0,89.9543738355393,0,0
775.44,0,0,89.9543738355393,0,0
775.45,0,0,89.9543738355393,0,0
775.47,0,0,89.9543738355393,0,0
775.49,0,0,89.9543738355393,0,0
775.5,0,0,89.9543738355393,0,0
775.52,0,0,89.9543738355393,0,0
775.54,0,0,89.9543738355393,0,0
775.55,0,0,89.9543738355393,0,0
775.57,0,0,89.9543738355393,0,0
775.59,0,0,89.9543738355393,0,0
775.6,0,0,89.9543738355393,0,0
775.62,0,0,89.9543738355393,0,0
775.64,0,0,89.9543738355393,0,0
775.65,0,0,89.9543738355393,0,0
775.67,0,0,89.9543738355393,0,0
775.69,0,0,89.9543738355393,0,0
775.71,0,0,89.9543738355393,0,0
775.72,0,0,89.9543738355393,0,0
775.74,0,0,89.9543738355393,0,0
775.76,0,0,89.9543738355393,0,0
775.77,0,0,89.9543738355393,0,0
775.79,0,0,89.9543738355393,0,0
775.81,0,0,89.9543738355393,0,0
775.82,0,0,89.9543738355393,0,0
775.84,0,0,89.9543738355393,0,0
775.85,0,0,89.9543738355393,0,0
775.87,0,0,89.9543738355393,0,0
775.89,0,0,89.9543738355393,0,0
775.9,0,0,89.9543738355393,0,0
775.92,0,0,89.9543738355393,0,0
775.94,0,0,89.9543738355393,0,0
775.95,0,0,89.9543738355393,0,0
775.97,0,0,89.9543738355393,0,0
775.99,0,0,89.9543738355393,0,0
776,0,0,89.9543738355393,0,0
776.02,0,0,89.9543738355393,0,0
776.04,0,0,89.9543738355393,0,0
776.06,0,0,89.9543738355393,0,0
776.17,0,0,89.9543738355393,0,0
776.24,0,0,89.9543738355393,0,0
776.25,0,0,89.9543738355393,0,0
776.27,0,0,89.9543738355393,0,0
776.29,0,0,89.9543738355393,0,0
776.3,0,0,89.9543738355393,0,0
776.32,0,0,89.9543738355393,0,0
776.34,0,0,89.9543738355393,0,0
776.35,0,0,89.9543738355393,0,0
776.37,0,0,89.9543738355393,0,0
776.38,0,0,89.9543738355393,0,0
776.4,0,0,89.9543738355393,0,0
776.42,0,0,89.9543738355393,0,0
776.43,0,0,89.9543738355393,0,0
776.45,0,0,89.9543738355393,0,0
776.46,0,0,89.9543738355393,0,0
776.48,0,0,89.9543738355393,0,0
776.5,0,0,89.9543738355393,0,0
776.51,0,0,89.9543738355393,0,0
776.53,0,0,90.5273316306701,0,0
776.54,0,0,90.5273316306701,0,0
776.56,0,0,90.5273316306701,0,0
776.58,0,0,90.5273316306701,0,0
776.59,0,0.01,90.5273316306701,0.01,0.02
776.61,0,0.01,90.5273316306701,0.02,0.04
776.63,0,0.01,90.5273316306701,0.04,0.06
776.64,0,0.01,90.5273316306701,0.06,0.07
776.66,0,0.02,90.5273316306701,0.08,0.1
776.68,0,0.02,90.5273316306701,0.09,0.11
776.69,0,0.02,90.5273316306701,0.11,0.13
776.71,0,0.03,90.5273316306701,0.13,0.14
776.72,0,0.03,90.5273316306701,0.15,0.16
776.74,0,0.03,90.5273316306701,0.17,0.17
776.76,0,0.04,90.5273316306701,0.18,0.18
776.77,0,0.04,90.5273316306701,0.2,0.2
776.79,0,0.05,90.5273316306701,0.23,0.21
776.81,0,0.06,90.5273316306701,0.25,0.23
776.82,0,0.06,90.5273316306701,0.27,0.25
776.84,0,0.07,90.5273316306701,0.3,0.27
776.85,0,0.07,90.5273316306701,0.31,0.29
776.87,0,0.08,90.5273316306701,0.35,0.31
776.89,0,0.09,90.5273316306701,0.37,0.34
776.9,0,0.1,90.5273316306701,0.4,0.35
776.92,0,0.1,90.5273316306701,0.4,0.37
776.94,0,0.11,90.5273316306701,0.43,0.39
776.95,0,0.12,90.5273316306701,0.45,0.41
776.97,0,0.13,90.5273316306701,0.45,0.44
776.99,0,0.13,90.5273316306701,0.45,0.46
777,0,0.14,90.5273316306701,0.46,0.47
777.02,0,0.15,90.5273316306701,0.43,0.5
777.04,0,0.16,90.5273316306701,0.43,0.5
777.05,0,0.16,90.5273316306701,0.41,0.51
777.07,0,0.17,90.5273316306701,0.39,0.5
777.08,0,0.18,90.5273316306701,0.38,0.51
777.1,0,0.18,90.5273316306701,0.38,0.49
777.12,0,0.19,90.5273316306701,0.37,0.49
777.13,0,0.2,90.5273316306701,0.37,0.49
777.15,0,0.21,90.5273316306701,0.38,0.48
777.17,0,0.21,89.9543738355393,0.41,0.46
777.18,0,0.22,89.9543738355393,0.42,0.46
777.2,0,0.23,89.9543738355393,0.43,0.47
777.22,0,0.24,89.9543738355393,0.44,0.44
777.23,0,0.24,89.9543738355393,0.44,0.4
777.25,0,0.25,89.9543738355393,0.47,0.4
777.27,0,0.26,89.9543738355393,0.47,0.42
777.28,0,0.27,89.9543738355393,0.48,0.43
777.3,0,0.27,89.9543738355393,0.47,0.44
777.32,0,0.28,89.9543738355393,0.52,0.43
777.33,0,0.29,89.9543738355393,0.49,0.45
777.35,0,0.3,89.9543738355393,0.48,0.46
777.37,0,0.31,89.9543738355393,0.48,0.45
777.38,0,0.32,89.9543738355393,0.51,0.46
777.4,0,0.33,89.9543738355393,0.52,0.48
777.42,0,0.34,89.9543738355393,0.51,0.48
777.43,0,0.35,89.9543738355393,0.55,0.5
777.45,0,0.36,90.5273316306701,0.59,0.51
777.47,0,0.37,90.5273316306701,0.62,0.54
777.48,0,0.38,90.5273316306701,0.62,0.57
777.5,0,0.39,90.5273316306701,0.63,0.59
777.52,0,0.4,90.5273316306701,0.62,0.61
777.53,0,0.4,90.5273316306701,0.57,0.63
777.55,0,0.41,90.5273316306701,0.54,0.62
777.57,0,0.42,90.5273316306701,0.53,0.61
777.58,0,0.43,90.5273316306701,0.49,0.62
777.6,0,0.44,90.5273316306701,0.46,0.59
777.62,0,0.44,90.5273316306701,0.45,0.57
777.63,0,0.45,90.5273316306701,0.44,0.55
777.65,0,0.46,90.5273316306701,0.42,0.55
777.67,0,0.47,90.5273316306701,0.42,0.54
777.68,0,0.47,90.5273316306701,0.46,0.51
777.7,0,0.48,90.5273316306701,0.45,0.49
777.72,0,0.49,89.9543738355393,0.45,0.47
777.73,0,0.5,89.9543738355393,0.46,0.45
777.75,0,0.51,89.9543738355393,0.48,0.45
777.77,0,0.52,89.9543738355393,0.49,0.45
777.78,0,0.52,89.9543738355393,0.5,0.44
777.8,0,0.53,89.9543738355393,0.51,0.45
777.82,0,0.54,89.9543738355393,0.51,0.46
777.83,0,0.55,89.9543738355393,0.54,0.45
777.85,0,0.55,89.9543738355393,0.5,0.45
777.87,0,0.56,89.9543738355393,0.49,0.46
777.88,0,0.57,89.9543738355393,0.5,0.45
777.9,0,0.58,89.9543738355393,0.51,0.47
777.92,0,0.59,89.9543738355393,0.52,0.49
777.93,0,0.6,90.5273316306701,0.54,0.5
777.95,0,0.61,90.5273316306701,0.58,0.51
777.97,0,0.63,90.5273316306701,0.63,0.55
777.98,0,0.64,90.5273316306701,0.63,0.55
778,0,0.64,90.5273316306701,0.62,0.58
778.02,0,0.65,90.5273316306701,0.62,0.61
778.03,0,0.66,90.5273316306701,0.6,0.64
778.05,0,0.67,90.5273316306701,0.59,0.63
778.07,0,0.68,90.5273316306701,0.54,0.61
778.08,0,0.68,90.5273316306701,0.51,0.6
778.1,0,0.69,90.5273316306701,0.48,0.58
778.12,0,0.7,90.5273316306701,0.46,0.58
778.13,0,0.71,90.5273316306701,0.44,0.55
778.15,0,0.72,90.5273316306701,0.42,0.55
778.17,0,0.72,90.5273316306701,0.42,0.54
778.18,0,0.73,90.5273316306701,0.44,0.51
778.2,0,0.74,89.9543738355393,0.46,0.48
778.22,0,0.75,89.9543738355393,0.46,0.49
778.23,0,0.75,89.9543738355393,0.46,0.48
778.25,0,0.76,89.9543738355393,0.47,0.45
778.27,0,0.77,89.9543738355393,0.5,0.43
778.28,0,0.78,89.9543738355393,0.5,0.44
778.3,0,0.79,89.9543738355393,0.5,0.44
778.32,0,0.79,89.9543738355393,0.5,0.46
778.33,0,0.8,89.9543738355393,0.54,0.45
778.35,0,0.81,89.9543738355393,0.51,0.45
778.36,0,0.82,89.9543738355393,0.48,0.46
778.38,0,0.83,89.9543738355393,0.49,0.47
778.4,0,0.84,89.9543738355393,0.49,0.46
778.41,0,0.85,89.9543738355393,0.5,0.47
778.43,0,0.86,89.9543738355393,0.54,0.48
778.45,0,0.87,89.9543738355393,0.56,0.48
778.46,0,0.87,89.9543738355393,0.59,0.49
778.48,0,0.88,89.9543738355393,0.6,0.51
778.5,0,0.89,89.9543738355393,0.59,0.51
778.51,0,0.9,89.9543738355393,0.59,0.53
778.53,0,0.91,89.9543738355393,0.57,0.54
778.55,0,0.91,89.9543738355393,0.56,0.55
778.56,0,0.92,89.9543738355393,0.54,0.54
778.58,0,0.93,89.9543738355393,0.48,0.53
778.6,0,0.93,89.9543738355393,0.45,0.51
778.61,0,0.94,89.9543738355393,0.42,0.5
778.63,0,0.94,89.9543738355393,0.39,0.49
778.65,0,0.95,89.9543738355393,0.37,0.47
778.66,0,0.95,89.9543738355393,0.34,0.43
778.68,0,0.95,89.9543738355393,0.32,0.38
778.7,0,0.95,89.9543738355393,0.29,0.32
778.71,0,0.95,89.9543738355393,0.26,0.28
778.73,0,0.96,89.9543738355393,0.21,0.25
778.75,0,0.96,89.9543738355393,0.18,0.21
778.76,0,0.96,89.3814160404084,0.16,0.17
778.78,0,0.96,89.3814160404084,0.13,0.13
778.8,0,0.96,89.3814160404084,0.11,0.09
778.81,0,0.96,88.8084582452776,0.1,0.06
778.83,0,0.96,88.8084582452776,0.08,0.04
778.85,0,0.96,88.2355004501468,0.07,0.03
778.86,0,0.96,88.2355004501468,0.05,0.02
778.88,0,0.96,87.6625426550159,0.04,0.01
778.9,0,0.96,87.6625426550159,0.03,0.01
778.91,0,0.96,87.6625426550159,0.02,0.01
778.93,0,0.96,87.6625426550159,0.02,0
778.95,0,0.96,87.0895848598851,0.02,0
778.96,0,0.96,87.0895848598851,0.02,0
778.98,0,0.96,87.0895848598851,0.02,0
779,0,0.96,86.5166270647543,0.03,0
779.01,0,0.96,85.9436692696235,0.04,0
779.03,0,0.96,85.9436692696235,0.04,0
779.05,0,0.96,85.3707114744926,0.05,0
779.06,0,0.96,84.7977536793618,0.05,0
779.08,0,0.96,84.224795884231,0.06,0
779.1,0,0.96,83.6518380891002,0.07,0
779.11,0,0.97,83.6518380891002,0.08,0
779.13,0,0.97,83.0788802939694,0.09,0
779.15,0,0.97,82.5059224988386,0.09,0
779.16,0,0.97,81.9329647037077,0.09,0
779.18,0,0.97,81.9329647037077,0.09,0
779.2,0,0.97,81.3600069085769,0.09,0
779.21,0,0.97,81.3600069085769,0.09,0
779.23,0,0.97,81.3600069085769,0.09,0
779.25,0,0.97,80.7870491134461,0.08,0
779.26,0,0.97,80.7870491134461,0.07,0
779.28,0,0.97,81.3600069085769,0.05,0
779.3,0,0.97,81.3600069085769,0.03,0
779.31,0,0.97,81.3600069085769,0.02,0
779.33,0,0.97,81.3600069085769,0.01,0
779.35,0,0.97,81.3600069085769,0.01,0
779.36,0,0.97,81.3600069085769,0.01,0
779.38,0,0.97,81.3600069085769,0,0
779.4,0,0.97,81.3600069085769,0,0
779.41,0,0.97,81.3600069085769,0,0
779.43,0,0.97,81.3600069085769,0,0
779.45,0,0.97,81.3600069085769,0,0
779.46,0,0.97,81.3600069085769,0,0
779.48,0,0.97,81.3600069085769,0,0
779.5,0,0.97,81.3600069085769,0.01,0
779.51,0,0.97,81.3600069085769,0.02,0
779.53,0,0.98,81.3600069085769,0.03,0.03
779.55,0,0.98,81.3600069085769,0.04,0.05
779.56,0,0.98,81.3600069085769,0.06,0.08
779.58,0,0.98,81.3600069085769,0.07,0.09
779.6,0,0.99,81.3600069085769,0.09,0.11
779.61,0,0.99,81.9329647037077,0.11,0.12
779.63,0,0.99,81.9329647037077,0.12,0.14
779.65,0,1,81.9329647037077,0.14,0.15
779.66,0,1,81.9329647037077,0.14,0.16
779.68,0,1,81.9329647037077,0.16,0.17
779.7,0,1.01,81.9329647037077,0.18,0.19
779.71,0,1.01,81.9329647037077,0.2,0.19
779.73,0,1.02,81.9329647037077,0.2,0.2
779.75,0,1.02,82.5059224988386,0.21,0.21
779.76,0.01,1.02,82.5059224988386,0.22,0.23
779.78,0.01,1.03,82.5059224988386,0.25,0.24
779.8,0.01,1.03,83.0788802939694,0.25,0.25
779.81,0.01,1.04,83.6518380891002,0.25,0.27
779.83,0.01,1.04,83.6518380891002,0.26,0.27
779.85,0.01,1.05,84.224795884231,0.27,0.3
779.86,0.01,1.06,84.7977536793618,0.28,0.29
779.88,0.01,1.06,85.3707114744926,0.27,0.32
779.9,0.01,1.07,85.3707114744926,0.28,0.33
779.91,0.01,1.07,86.5166270647543,0.28,0.36
779.93,0.01,1.08,86.5166270647543,0.29,0.35
779.95,0.01,1.09,87.6625426550159,0.3,0.35
779.96,0.01,1.1,88.2355004501468,0.31,0.38
779.98,0.01,1.1,89.3814160404084,0.33,0.41
780,0.01,1.11,89.9543738355393,0.34,0.43
780.01,0.01,1.12,90.5273316306701,0.38,0.44
780.03,0.01,1.13,91.1002894258009,0.41,0.48
780.05,0.01,1.14,92.2462050160626,0.39,0.49
780.06,0.01,1.14,93.3921206063242,0.37,0.52
780.08,0.01,1.15,93.965078401455,0.39,0.54
780.1,0.01,1.16,95.1109939917167,0.38,0.6
780.11,0.01,1.17,96.2569095819783,0.39,0.6
780.13,0.01,1.17,96.8298673771091,0.37,0.59
780.15,0.01,1.18,97.9757829673708,0.34,0.61
780.16,0.01,1.19,99.6946563527632,0.34,0.6
780.18,0.01,1.19,100.267614147894,0.33,0.58
780.2,0.01,1.2,101.413529738156,0.33,0.59
780.21,0.01,1.21,103.132403123548,0.32,0.57
780.23,0,1.21,103.705360918679,0.29,0.55
780.25,0,1.22,104.851276508941,0.28,0.55
780.26,0,1.22,105.997192099202,0.27,0.53
780.28,0,1.23,107.143107689464,0.25,0.5
780.3,0,1.23,107.716065484595,0.25,0.49
780.31,0,1.24,109.434938869987,0.24,0.48
780.33,-0.01,1.25,110.007896665118,0.24,0.48
780.35,-0.01,1.25,111.15381225538,0.24,0.47
780.36,-0.01,1.26,112.872685640772,0.25,0.48
780.38,-0.01,1.26,113.445643435903,0.26,0.49
780.4,-0.01,1.27,114.591559026165,0.27,0.48
780.41,-0.02,1.28,115.737474616426,0.28,0.49
780.43,-0.02,1.28,116.310432411557,0.27,0.49
780.45,-0.02,1.29,117.456348001819,0.27,0.49
780.46,-0.03,1.3,118.60226359208,0.3,0.49
780.48,-0.03,1.3,119.748179182342,0.3,0.53
780.5,-0.03,1.31,120.894094772604,0.29,0.57
780.51,-0.04,1.32,122.040010362865,0.31,0.56
780.53,-0.04,1.32,122.612968157996,0.32,0.54
780.55,-0.05,1.33,124.331841543389,0.32,0.56
780.56,-0.05,1.34,125.47775713365,0.32,0.62
780.58,-0.06,1.34,126.050714928781,0.33,0.65
780.6,-0.06,1.35,127.196630519043,0.33,0.66
780.61,-0.06,1.36,128.342546109304,0.35,0.67
780.63,-0.07,1.36,128.915503904435,0.34,0.64
780.65,-0.07,1.37,130.634377289828,0.31,0.65
780.66,-0.08,1.37,131.780292880089,0.31,0.64
780.68,-0.08,1.38,132.926208470351,0.32,0.61
780.7,-0.09,1.38,133.499166265482,0.32,0.6
780.71,-0.09,1.39,134.072124060613,0.32,0.57
780.73,-0.1,1.39,135.218039650874,0.33,0.54
780.75,-0.1,1.4,135.790997446005,0.33,0.54
780.76,-0.11,1.41,136.936913036267,0.36,0.53
780.78,-0.11,1.41,138.082828626528,0.36,0.5
780.8,-0.12,1.42,138.655786421659,0.37,0.51
780.81,-0.13,1.42,139.801702011921,0.39,0.5
780.83,-0.13,1.43,140.374659807052,0.4,0.48
780.85,-0.14,1.43,141.520575397313,0.46,0.48
780.86,-0.14,1.44,142.666490987575,0.47,0.48
780.88,-0.15,1.44,143.239448782706,0.44,0.5
780.89,-0.15,1.44,144.385364372967,0.44,0.51
780.91,-0.16,1.45,145.531279963229,0.44,0.5
780.93,-0.17,1.45,146.10423775836,0.42,0.47
780.95,-0.17,1.46,147.250153348622,0.4,0.51
780.96,-0.18,1.46,148.396068938883,0.4,0.54
780.98,-0.19,1.47,149.541984529145,0.39,0.54
781,-0.19,1.47,150.114942324276,0.37,0.56
781.01,-0.2,1.47,151.260857914537,0.36,0.57
781.03,-0.21,1.48,152.406773504799,0.34,0.63
781.05,-0.21,1.48,152.97973129993,0.32,0.65
781.06,-0.22,1.48,154.125646890191,0.3,0.66
781.08,-0.23,1.49,155.271562480453,0.3,0.67
781.1,-0.23,1.49,155.844520275584,0.29,0.66
781.11,-0.24,1.49,156.990435865846,0.29,0.65
781.13,-0.25,1.5,157.563393660976,0.29,0.64
781.15,-0.25,1.5,158.136351456107,0.29,0.61
781.16,-0.26,1.5,159.282267046369,0.31,0.58
781.18,-0.27,1.5,160.42818263663,0.32,0.57
781.2,-0.27,1.51,160.42818263663,0.31,0.55
781.21,-0.28,1.51,161.574098226892,0.32,0.53
781.23,-0.29,1.51,162.720013817154,0.33,0.52
781.25,-0.29,1.51,163.292971612285,0.34,0.5
781.26,-0.3,1.52,164.438887202546,0.35,0.5
781.28,-0.31,1.52,165.011844997677,0.35,0.49
781.3,-0.31,1.52,165.584802792808,0.35,0.47
781.31,-0.32,1.52,166.73071838307,0.37,0.47
781.33,-0.33,1.52,167.3036761782,0.37,0.48
781.34,-0.33,1.52,168.449591768462,0.37,0.47
781.36,-0.34,1.53,169.595507358724,0.37,0.48
781.38,-0.35,1.53,169.595507358724,0.35,0.48
781.39,-0.35,1.53,170.741422948985,0.36,0.48
781.41,-0.36,1.53,171.887338539247,0.37,0.49
781.43,-0.37,1.53,172.460296334378,0.36,0.52
781.44,-0.38,1.53,173.606211924639,0.37,0.54
781.46,-0.39,1.53,174.752127514901,0.38,0.57
781.48,-0.4,1.53,174.752127514901,0.38,0.58
781.49,-0.41,1.53,175.898043105163,0.38,0.6
781.51,-0.42,1.54,177.043958695424,0.4,0.66
781.53,-0.43,1.54,178.189874285686,0.42,0.66
781.54,-0.43,1.54,178.762832080817,0.45,0.64
781.56,-0.44,1.54,179.908747671079,0.47,0.65
781.58,-0.45,1.54,180.481705466209,0.47,0.63
781.59,-0.46,1.54,181.05466326134,0.47,0.63
781.61,-0.47,1.54,182.200578851602,0.47,0.62
781.63,-0.48,1.54,182.200578851602,0.46,0.6
781.64,-0.48,1.54,183.346494441863,0.43,0.57
781.66,-0.49,1.54,184.492410032125,0.43,0.55
781.68,-0.5,1.54,184.492410032125,0.42,0.52
781.69,-0.5,1.53,185.638325622387,0.39,0.52
781.71,-0.51,1.53,186.211283417518,0.38,0.51
781.73,-0.51,1.53,186.784241212648,0.37,0.48
781.74,-0.52,1.53,187.93015680291,0.34,0.48
781.76,-0.53,1.53,188.503114598041,0.33,0.47
781.78,-0.53,1.53,189.076072393172,0.31,0.47
781.79,-0.54,1.53,190.221987983433,0.3,0.48
781.81,-0.55,1.53,190.794945778564,0.3,0.47
781.83,-0.55,1.53,191.367903573695,0.3,0.48
781.84,-0.56,1.53,192.513819163957,0.32,0.5
781.86,-0.57,1.52,193.086776959087,0.33,0.49
781.88,-0.58,1.52,193.659734754218,0.34,0.48
781.89,-0.58,1.52,194.80565034448,0.33,0.5
781.91,-0.59,1.52,195.378608139611,0.35,0.53
781.93,-0.6,1.52,195.951565934742,0.35,0.53
781.94,-0.61,1.51,197.097481525003,0.36,0.56
781.96,-0.62,1.51,197.670439320134,0.38,0.56
781.98,-0.62,1.51,198.243397115265,0.38,0.6
781.99,-0.63,1.51,198.816354910396,0.38,0.63
782.01,-0.64,1.5,199.962270500657,0.39,0.65
782.03,-0.65,1.5,200.535228295788,0.39,0.65
782.04,-0.66,1.5,201.68114388605,0.41,0.64
782.06,-0.66,1.49,202.254101681181,0.41,0.62
782.08,-0.67,1.49,202.827059476311,0.36,0.63
782.09,-0.68,1.49,203.400017271442,0.37,0.63
782.11,-0.68,1.49,204.545932861704,0.37,0.59
782.13,-0.69,1.48,204.545932861704,0.35,0.57
782.14,-0.7,1.48,205.691848451965,0.39,0.54
782.16,-0.7,1.48,206.264806247096,0.39,0.51
782.18,-0.71,1.47,206.837764042227,0.39,0.51
782.19,-0.72,1.47,207.983679632489,0.41,0.5
782.21,-0.73,1.47,209.12959522275,0.41,0.49
782.23,-0.73,1.46,209.12959522275,0.47,0.48
782.24,-0.74,1.46,210.275510813012,0.49,0.47
782.26,-0.75,1.45,211.421426403274,0.46,0.49
782.28,-0.75,1.45,211.994384198405,0.46,0.48
782.29,-0.76,1.45,213.140299788666,0.46,0.47
782.31,-0.76,1.44,214.286215378928,0.45,0.5
782.33,-0.77,1.44,214.859173174059,0.43,0.5
782.34,-0.78,1.43,215.43213096919,0.41,0.49
782.36,-0.78,1.43,216.578046559451,0.39,0.49
782.38,-0.79,1.43,217.151004354582,0.38,0.53
782.39,-0.79,1.42,218.296919944844,0.37,0.53
782.41,-0.8,1.42,219.442835535105,0.35,0.54
782.43,-0.81,1.41,220.015793330236,0.34,0.55
782.44,-0.81,1.41,221.161708920498,0.32,0.59
782.46,-0.82,1.4,221.734666715629,0.32,0.62
782.48,-0.83,1.4,222.307624510759,0.3,0.63
782.49,-0.83,1.39,223.453540101021,0.28,0.63
782.51,-0.84,1.39,224.599455691283,0.29,0.65
782.53,-0.84,1.38,225.172413486414,0.31,0.64
782.54,-0.85,1.37,225.745371281544,0.31,0.63
782.56,-0.85,1.37,226.891286871806,0.33,0.62
782.58,-0.86,1.36,227.464244666937,0.32,0.61
782.59,-0.86,1.36,228.037202462068,0.31,0.58
782.61,-0.87,1.35,229.183118052329,0.33,0.56
782.63,-0.87,1.35,229.75607584746,0.32,0.54
782.64,-0.88,1.34,230.329033642591,0.34,0.51
782.66,-0.88,1.34,231.474949232853,0.35,0.5
782.68,-0.88,1.33,232.047907027983,0.36,0.49
782.69,-0.89,1.33,233.193822618245,0.36,0.5
782.71,-0.89,1.32,234.339738208507,0.35,0.48
782.73,-0.9,1.32,234.339738208507,0.35,0.46
782.74,-0.9,1.31,235.485653798768,0.37,0.49
782.76,-0.91,1.31,236.63156938903,0.36,0.47
782.78,-0.91,1.3,237.204527184161,0.34,0.47
782.79,-0.91,1.29,238.350442774422,0.34,0.5
782.81,-0.92,1.29,238.923400569553,0.35,0.49
782.83,-0.92,1.28,239.496358364684,0.35,0.48
782.84,-0.92,1.27,240.642273954946,0.34,0.5
782.86,-0.93,1.27,241.788189545207,0.35,0.5
782.88,-0.93,1.26,242.361147340338,0.37,0.52
782.89,-0.94,1.25,243.5070629306,0.37,0.54
782.91,-0.94,1.24,244.652978520861,0.39,0.55
782.93,-0.95,1.23,244.652978520861,0.39,0.58
782.94,-0.95,1.22,245.798894111123,0.43,0.63
782.96,-0.95,1.22,246.944809701385,0.47,0.65
782.98,-0.96,1.21,248.090725291646,0.46,0.63
782.99,-0.96,1.2,248.090725291646,0.46,0.62
783.01,-0.96,1.19,249.236640881908,0.46,0.62
783.03,-0.97,1.19,250.38255647217,0.44,0.61
783.04,-0.97,1.18,250.38255647217,0.42,0.61
783.06,-0.97,1.18,251.528472062431,0.4,0.59
783.08,-0.97,1.17,252.101429857562,0.39,0.55
783.09,-0.98,1.16,252.674387652693,0.38,0.52
783.11,-0.98,1.16,253.820303242955,0.36,0.52
783.13,-0.98,1.15,254.393261038086,0.35,0.51
783.14,-0.98,1.15,254.966218833216,0.34,0.51
783.16,-0.98,1.14,256.112134423478,0.31,0.48
783.18,-0.98,1.13,256.685092218609,0.31,0.47
783.19,-0.99,1.13,257.25805001374,0.3,0.45
783.21,-0.99,1.12,258.403965604001,0.28,0.45
783.22,-0.99,1.12,258.403965604001,0.29,0.45
783.24,-0.99,1.11,259.549881194263,0.29,0.46
783.26,-0.99,1.1,260.122838989394,0.3,0.45
783.27,-0.99,1.1,260.695796784525,0.33,0.46
783.29,-0.99,1.09,261.268754579655,0.34,0.46
783.31,-0.99,1.08,262.414670169917,0.32,0.45
783.32,-1,1.08,262.414670169917,0.3,0.45
783.34,-1,1.07,263.560585760179,0.31,0.46
783.36,-1,1.06,264.13354355531,0.31,0.46
783.38,-1,1.06,264.70650135044,0.32,0.46
